SD,SE,ND,NE
,,,20585
,,,16496
,,,32671
,,,76
,,,2875
,,,144
,,,179703
,,,32696
,,,996
,,,7703
,,,106238
,,,33526
,,,17373
,,,24484
,,,74546
,,,20779
,,,104719
,,,21248
,,,11
,,,2
,,,1
,,,47267
,,,4239
,,,8
,,,3
,,,55338
,,,2
,,,431
,,,2400
,,,968
,,,7266
,,,6099
,,,10720
,,,61205
,,,21023
,,,938
,,,21248
,,,2839
,,,14
,,,9037
,,,1
,,,20510
,,,21913
,,,168
,,,33526
,,,10485
,,,54
,,,194
,,,3609
,,,16135
,,,10572
,,,38820
,,,52061
,,,28962
,,,33106
,,,10927
,,,7308
,,,20334
,,,2
,,,5918
,,,1518
,,,1
,,,1
,,,23351
,,,35683
,,,18985
,,,2929
,,,8285
,,,194
,,,62979
,,,12939
,,,222
,,,929
,,,6283
,,,1
,,,63078
,,,30854
,,,18489
,,,11913
,,,8071
,,,7062
,,,1
,,,158
,,,15872
,,,2006
,,,74982
,,,27207
,,,66722
,,,48
,,,1900
,,,50539
,,,155
,,,188
,,,4
,,,75820
,,,108082
,,,13938
,,,1
,,,6085
,,,171
,,,17257
,,,35559
,,,33
,,,43
,,,195
,,,20994
,,,32175
,,,1926
,,,38007
,,,1548
,,,3553
,,,36296
,,,33928
,,,68744
,,,741
,,,15625
,,,194
,,,30957
,,,255
,,,30953
,,,2
,,,6081
,,,29065
,,,34432
,,,7237
,,,21248
,,,771
,,,30147
,,,3
,,,943
,,,1138
,,,127376
,,,62937
,,,45545
,,,30084
,,,19710
,,,4642
,,,884
,,,472
,,,45284
,,,43732
,,,1
,,,15729
,,,2377
,,,579
,,,33418
,,,21248
,,,19335
,,,17774
,,,1
,,,21056
,,,21046
,,,22564
,,,40131
,,,21929
,,,128
,,,2780
,,,36791
,,,23215
,,,728
,,,9
,,,21056
,,,21929
,,,3
,,,17397
,,,127
,,,21
,,,7969
,,,2
,,,123338
,,,22344
,,,6765
,,,7308
,,,2751
,,,33928
,,,2394
,,,21248
,,,25224
,,,3
,,,5866
,,,6086
,,,5114
,,,882
,,,51
,,,26562
,,,967
,,,70621
,,,115
,,,15009
,,,3408
,,,1
,,,85405
,,,1
,,,2485
,,,1703
,,,33677
,,,45660
,,,4986
,,,12521
,,,1115
,,,195
,,,13783
,,,68176
,,,21949
,,,3692
,,,21999
,,,21313
,,,5402
,,,121
,,,4567
,,,11671
,,,14932
,,,3169
,,,20930
,,,18489
,,,4
,,,254
,,,1
,,,5562
,,,710257
,,,2596
,,,44195
,,,967
,,,120841
,,,2714
,,,32568
,,,46643
,,,1
,,,5377
,,,20781
,,,2
,,,42910
,,,748
,,,158
,,,14029
,,,29459
,,,19366
,,,20387
,,,19938
,,,1516
,,,582
,,,32695
,,,44
,,,7478
,,,13872
,,,4
,,,4
,,,784
,,,21420
,,,3887
,,,12969
,,,5
,,,5009
,,,33441
,,,70488
,,,3640
,,,50230
,,,146
,,,28009
,,,5579
,,,28345
,,,21055
,,,6087
,,,204
,,,2748
,,,290
,,,18086
,,,1
,,,6
,,,16135
,,,14758
,,,25852
,,,26105
,,,2073
,,,8587
,,,61668
,,,31915
,,,7342
,,,103816
,,,3
,,,21248
,,,2244
,,,2912
,,,143
,,,22213
,,,159
,,,221705
,,,13328
,,,9818
,,,32616
,,,995
,,,6381
,,,4
,,,3100
,,,23765
,,,7363
,,,11913
,,,3884
,,,20018
,,,220
,,,1694
,,,3274
,,,46072
,,,89714
,,,22714
,,,19532
,,,48178
,,,374
,,,32569
,,,72676
,,,33032
,,,16882
,,,41910
,,,22158
,,,158
,,,25883
,,,47806
,,,18
,,,5663
,,,9
,,,4771
,,,132
,,,28503
,,,21277
,,,67398
,,,10941
,,,986
,,,32568
,,,6114
,,,46881
,,,21617
,,,6963
,,,37035
,,,14603
,,,48
,,,21248
,,,2717
,,,58288
,,,4014
,,,11818
,,,311
,,,194
,,,1
,,,6806
,,,19695
,,,5746
,,,65354
,,,30084
,,,886
,,,985
,,,7148
,,,27194
,,,2661
,,,22
,,,48
,,,85828
,,,6250
,,,605
,,,4516
,,,14
,,,16879
,,,5
,,,21157
,,,19401
,,,67
,,,25
,,,19627
,,,5144
,,,16769
,,,17399
,,,17678
,,,21246
,,,48
,,,1361
,,,25656
,,,32357
,,,18658
,,,93464
,,,7217
,,,92023
,,,80891
,,,86253
,,,55026
,,,3
,,,33810
,,,21226
,,,190
,,,48
,,,3
,,,33529
,,,30574
,,,11897
,,,75176
,,,1
,,,155
,,,2643
,,,75119
,,,3260
,,,35941
,,,32568
,,,32568
,,,2154
,,,12257
,,,2903
,,,568
,,,30703
,,,48332
,,,32002
,,,2760
,,,784
,,,38279
,,,19945
,,,29973
,,,256
,,,75119
,,,3807
,,,48
,,,2552
,,,3608
,,,568
,,,8193
,,,26
,,,10341
,,,21249
,,,606
,,,3
,,,171
,,,1
,,,201
,,,77223
,,,6902
,,,33526
,,,19627
,,,10
,,,19717
,,,2562
,,,1
,,,175
,,,3288
,,,195
,,,7402
,,,290
,,,95454
,,,67835
,,,39675
,,,32568
,,,1
,,,172
,,,817
,,,1516
,,,844
,,,155
,,,1
,,,19020
,,,33528
,,,6
,,,2
,,,535
,,,2696
,,,58330
,,,2809
,,,4770
,,,41184
,,,261
,,,43
,,,37678
,,,13970
,,,1
,,,9
,,,27475
,,,3837
,,,98805
,,,27684
,,,14238
,,,33096
,,,4010
,,,30956
,,,2
,,,67910
,,,21378
,,,2910
,,,44279
,,,36338
,,,13219
,,,66594
,,,21248
,,,33496
,,,1937
,,,45975
,,,5108
,,,929
,,,20150
,,,2932
,,,16738
,,,39890
,,,21261
,,,4447
,,,33526
,,,40046
,,,2955
,,,6
,,,1774
,,,21103
,,,663
,,,1
,,,374
,,,1
,,,171
,,,415
,,,51862
,,,21248
,,,6218
,,,27972
,,,14
,,,14180
,,,1900
,,,9621
,,,6592
,,,2500
,,,48
,,,13227
,,,4
,,,6085
,,,5948
,,,4631
,,,32
,,,2430
,,,13
,,,94476
,,,372
,,,3
,,,844
,,,3369
,,,1630
,,,74171
,,,34705
,,,10900
,,,1
,,,1553
,,,1
,,,1
,,,190
,,,1
,,,1
,,,40357
,,,1
,,,11472
,,,48
,,,14359
,,,173642
,,,33077
,,,6369
,,,2
,,,543
,,,32568
,,,1
,,,24431
,,,30703
,,,6191
,,,8983
,,,5
,,,56
,,,33106
,,,114
,,,543
,,,298276
,,,892
,,,29292
,,,2
,,,4659
,,,32865
,,,97945
,,,19859
,,,11894
,,,21194
,,,56277
,,,79780
,,,12
,,,33106
,,,10284
,,,15246
,,,28205
,,,42496
,,,2965
,,,18
,,,42
,,,20901
,,,12348
,,,15356
,,,33099
,,,5301
,,,1
,,,75119
,,,194
,,,64491
,,,49864
,,,1620
,,,9172
,,,29275
,,,17907
,,,4921
,,,61412
,,,2596
,,,84334
,,,20900
,,,1
,,,87948
,,,31008
,,,4
,,,3556
,,,32696
,,,1532
,,,194
,,,454
,,,13
,,,17477
,,,455
,,,27227
,,,30248
,,,2481
,,,14626
,,,15912
,,,116
,,,21519
,,,15422
,,,1
,,,48
,,,3
,,,78281
,,,67
,,,4659
,,,21248
,,,534
,,,1
,,,26165
,,,15936
,,,158
,,,30
,,,39724
,,,171
,,,32034
,,,29053
,,,6435
,,,47238
,,,431
,,,9
,,,57470
,,,112
,,,21296
,,,23747
,,,21930
,,,1124
,,,32089
,,,33106
,,,1251
,,,123
,,,643
,,,40718
,,,2492
,,,36889
,,,58881
,,,3
,,,71138
,,,8285
,,,1516
,,,24402
,,,5
,,,2
,,,19603
,,,33433
,,,20
,,,4727
,,,487
,,,21263
,,,5245
,,,7919
,,,12
,,,40701
,,,311
,,,272
,,,90
,,,20829
,,,1331
,,,5554
,,,557
,,,2
,,,921
,,,41802
,,,14192
,,,16
,,,6163
,,,71138
,,,67012
,,,24677
,,,18628
,,,99186
,,,48
,,,21442
,,,1
,,,16208
,,,31754
,,,10778
,,,39871
,,,1841
,,,18838
,,,35
,,,56464
,,,24677
,,,4
,,,21606
,,,38279
,,,48
,,,9507
,,,7710
,,,11957
,,,19802
,,,60888
,,,11201
,,,17392
,,,885
,,,13857
,,,38
,,,20554
,,,342576
,,,33099
,,,21248
,,,7340
,,,75113
,,,21248
,,,32568
,,,41187
,,,28487
,,,22187
,,,42267
,,,21093
,,,21036
,,,21248
,,,18434
,,,54661
,,,21248
,,,1
,,,16967
,,,48597
,,,453
,,,122
,,,32530
,,,14239
,,,1176
,,,13463
,,,18985
,,,5439
,,,28107
,,,4
,,,30844
,,,1
,,,21277
,,,1808
,,,13061
,,,16896
,,,21404
,,,13093
,,,19191
,,,34
,,,3938
,,,32
,,,3816
,,,32
,,,524
,,,21248
,,,30442
,,,24376
,,,4138
,,,49
,,,33505
,,,66167
,,,32600
,,,1384
,,,148
,,,21129
,,,42884
,,,47844
,,,24657
,,,4696
,,,4078
,,,284
,,,2449
,,,54189
,,,776
,,,19605
,,,4970
,,,21913
,,,63621
,,,1068
,,,108
,,,3702
,,,4030
,,,372
,,,352
,,,3
,,,5364
,,,29738
,,,20921
,,,23215
,,,22011
,,,46959
,,,3058
,,,1036
,,,2257
,,,124877
,,,4986
,,,21324
,,,21248
,,,436
,,,5145
,,,12734
,,,1
,,,1
,,,15677
,,,56559
,,,6
,,,25445
,,,22790
,,,34734
,,,85779
,,,29093
,,,22183
,,,33639
,,,4
,,,30389
,,,29595
,,,18702
,,,21425
,,,22057
,,,2390
,,,66195
,,,1
,,,9731
,,,33677
,,,24059
,,,5093
,,,175733
,,,20387
,,,6
,,,6
,,,9701
,,,41954
,,,20610
,,,16697
,,,879
,,,231349
,,,85389
,,,9143
,,,10
,,,33689
,,,32742
,,,886
,,,7338
,,,17008
,,,29474
,,,1
,,,1
,,,11777
,,,69533
,,,978
,,,48
,,,4
,,,30041
,,,120562
,,,19017
,,,471
,,,4632
,,,194
,,,2610
,,,48
,,,21644
,,,23205
,,,2167
,,,95668
,,,59938
,,,1
,,,496
,,,32601
,,,21161
,,,8864
,,,18729
,,,1841
,,,21102
,,,443
,,,14913
,,,21056
,,,1296
,,,51
,,,244
,,,18107
,,,103932
,,,7577
,,,175647
,,,6595
,,,24402
,,,48
,,,51974
,,,1650
,,,15665
,,,27669
,,,144
,,,29
,,,21059
,,,57870
,,,27948
,,,39874
,,,4657
,,,311
,,,1845
,,,1
,,,19043
,,,2752
,,,21248
,,,318
,,,5154
,,,19618
,,,818
,,,48
,,,12921
,,,49017
,,,48
,,,13
,,,26415
,,,27278
,,,987
,,,5233
,,,19036
,,,229
,,,19138
,,,27081
,,,122
,,,4097
,,,30703
,,,1188
,,,65852
,,,24658
,,,13
,,,13
,,,15671
,,,21760
,,,41365
,,,784
,,,15108
,,,57584
,,,49
,,,38122
,,,3670
,,,54023
,,,921
,,,141201
,,,15912
,,,20318
,,,52804
,,,15657
,,,1
,,,1
,,,171
,,,853
,,,10
,,,21390
,,,52979
,,,122
,,,48
,,,18686
,,,5057
,,,6560
,,,8260
,,,33456
,,,41299
,,,1
,,,17413
,,,1424
,,,1
,,,54208
,,,1568
,,,53156
,,,48
,,,43696
,,,93918
,,,25049
,,,47205
,,,605
,,,1232
,,,325
,,,3
,,,32581
,,,20719
,,,33101
,,,47200
,,,3329
,,,8582
,,,359
,,,1
,,,4020
,,,7
,,,21102
,,,30
,,,14726
,,,21102
,,,66788
,,,20292
,,,2
,,,3505
,,,37
,,,21136
,,,4990
,,,4618
,,,21425
,,,40803
,,,1
,,,21249
,,,21248
,,,13895
,,,3201
,,,985
,,,103361
,,,22195
,,,30400
,,,13058
,,,36
,,,1129
,,,8672
,,,7753
,,,21248
,,,43
,,,20036
,,,30196
,,,73
,,,50
,,,175
,,,21248
,,,1931
,,,884
,,,2
,,,24152
,,,33106
,,,2
,,,9903
,,,3
,,,4
,,,37678
,,,6450
,,,31150
,,,21129
,,,74546
,,,13340
,,,4779
,,,46726
,,,16037
,,,16184
,,,4314
,,,33727
,,,5766
,,,10
,,,18817
,,,15
,,,10014
,,,2768
,,,927
,,,34
,,,1
,,,15912
,,,2046
,,,8420
,,,5239
,,,19996
,,,591
,,,21248
,,,32856
,,,2280
,,,649
,,,116049
,,,74546
,,,46426
,,,534
,,,22794
,,,14437
,,,3220
,,,3
,,,3329
,,,11025
,,,15344
,,,14410
,,,173
,,,52
,,,1977
,,,21277
,,,8280
,,,97374
,,,15815
,,,884
,,,12334
,,,1516
,,,22625
,,,20779
,,,2377
,,,3
,,,5
,,,26250
,,,71507
,,,16750
,,,48
,,,11535
,,,75321
,,,1
,,,51851
,,,748
,,,27158
,,,40469
,,,33301
,,,15
,,,385
,,,16808
,,,63200
,,,33389
,,,5365
,,,29874
,,,4
,,,13799
,,,21248
,,,3199
,,,22297
,,,21472
,,,2
,,,12841
,,,2
,,,1
,,,322
,,,370
,,,19717
,,,13071
,,,50141
,,,2
,,,19688
,,,6
,,,28787
,,,40357
,,,6992
,,,251
,,,31101
,,,595
,,,32695
,,,7511
,,,3030
,,,38497
,,,17829
,,,33212
,,,21371
,,,15360
,,,1
,,,1
,,,14067
,,,1523
,,,34819
,,,22100
,,,16979
,,,10952
,,,35496
,,,2389
,,,6740
,,,77073
,,,14351
,,,15801
,,,2582
,,,1463
,,,536
,,,4
,,,48
,,,14378
,,,32134
,,,54097
,,,48
,,,21919
,,,56
,,,12285
,,,2
,,,50270
,,,158
,,,1316
,,,5
,,,4986
,,,33210
,,,1
,,,1
,,,1
,,,117223
,,,48687
,,,90
,,,75691
,,,624
,,,19717
,,,1
,,,71412
,,,21036
,,,33106
,,,5213
,,,195
,,,33265
,,,21709
,,,11645
,,,6087
,,,194
,,,1330
,,,33516
,,,22195
,,,118842
,,,33390
,,,22195
,,,6876
,,,42496
,,,158
,,,115168
,,,4756
,,,12413
,,,2839
,,,1
,,,17908
,,,6008
,,,20391
,,,20857
,,,106310
,,,658
,,,39092
,,,2
,,,56947
,,,35612
,,,28762
,,,195
,,,21999
,,,13765
,,,15600
,,,12700
,,,175733
,,,5254
,,,5
,,,56
,,,9058
,,,12642
,,,43419
,,,39712
,,,32157
,,,5
,,,108835
,,,129
,,,33106
,,,13843
,,,27381
,,,20514
,,,47386
,,,14163
,,,33301
,,,33344
,,,4
,,,249
,,,623
,,,930
,,,19558
,,,194
,,,3
,,,30711
,,,4560
,,,13
,,,56518
,,,29956
,,,17140
,,,29363
,,,125
,,,8892
,,,12627
,,,784
,,,9289
,,,60855
,,,2040
,,,2
,,,20901
,,,56
,,,41432
,,,20319
,,,48
,,,1957
,,,7
,,,3
,,,322
,,,10913
,,,13584
,,,169360
,,,3726
,,,2
,,,1558
,,,16791
,,,344
,,,33545
,,,313
,,,15912
,,,41844
,,,52095
,,,30766
,,,10386
,,,70053
,,,12
,,,967
,,,21370
,,,33473
,,,18154
,,,784
,,,32618
,,,7159
,,,20510
,,,4535
,,,3014
,,,7214
,,,14
,,,29360
,,,15175
,,,1
,,,2700
,,,2357
,,,6043
,,,33301
,,,74425
,,,44417
,,,1770
,,,33554
,,,784
,,,4
,,,291
,,,716
,,,16771
,,,21358
,,,32856
,,,1603
,,,71317
,,,26146
,,,21248
,,,18457
,,,1
,,,6
,,,66540
,,,824
,,,155
,,,938
,,,7939
,,,8
,,,47089
,,,42997
,,,119622
,,,25434
,,,291
,,,12547
,,,21250
,,,96588
,,,14763
,,,19717
,,,2384
,,,33526
,,,2175
,,,330
,,,5
,,,5101
,,,21248
,,,34783
,,,5924
,,,32689
,,,284
,,,1
,,,431
,,,30084
,,,1650
,,,17878
,,,658
,,,568
,,,34222
,,,20209
,,,75313
,,,2727
,,,374
,,,11161
,,,75522
,,,4014
,,,8
,,,18985
,,,37030
,,,42496
,,,42705
,,,11970
,,,194
,,,4350
,,,65850
,,,12074
,,,1188
,,,6086
,,,21248
,,,18298
,,,16701
,,,48
,,,2413
,,,33677
,,,3394
,,,32570
,,,32789
,,,12433
,,,17155
,,,549
,,,21248
,,,5636
,,,21248
,,,29956
,,,60
,,,15114
,,,32106
,,,51361
,,,7363
,,,32589
,,,28589
,,,4960
,,,5831
,,,5029
,,,33505
,,,29100
,,,16720
,,,4641
,,,47238
,,,8418
,,,50421
,,,994
,,,36488
,,,873
,,,58421
,,,296
,,,48
,,,3973
,,,3035
,,,2806
,,,851
,,,53423
,,,8596
,,,2854
,,,56
,,,179
,,,16479
,,,7557
,,,181
,,,21248
,,,27760
,,,17786
,,,3727
,,,33928
,,,41665
,,,22953
,,,20387
,,,12058
,,,276
,,,8669
,,,194
,,,9729
,,,117096
,,,33526
,,,18687
,,,1
,,,33835
,,,11996
,,,4
,,,1
,,,21410
,,,14939
,,,5542
,,,37145
,,,979
,,,2775
,,,312
,,,3050
,,,4
,,,54677
,,,879
,,,1499
,,,57
,,,39485
,,,21248
,,,2
,,,2652
,,,4197
,,,3014
,,,33677
,,,29956
,,,27712
,,,880
,,,33440
,,,33099
,,,42496
,,,1786
,,,5152
,,,37180
,,,290
,,,7214
,,,29444
,,,784
,,,28891
,,,5444
,,,3
,,,88171
,,,47682
,,,1516
,,,46192
,,,33526
,,,194
,,,1
,,,910
,,,86764
,,,194
,,,3913
,,,13206
,,,43826
,,,2
,,,1137
,,,1655
,,,35848
,,,21447
,,,30754
,,,4516
,,,19155
,,,119261
,,,23177
,,,15575
,,,1124
,,,15859
,,,20318
,,,27981
,,,21248
,,,1516
,,,127
,,,84992
,,,3875
,,,81187
,,,62
,,,20688
,,,243
,,,194
,,,87224
,,,234
,,,6537
,,,11
,,,53
,,,20901
,,,13937
,,,8
,,,74546
,,,2414
,,,21248
,,,6036
,,,13702
,,,194
,,,19250
,,,13463
,,,61727
,,,1
,,,48
,,,25883
,,,20779
,,,75315
,,,43876
,,,3
,,,16976
,,,4
,,,158
,,,1
,,,14292
,,,17155
,,,2
,,,72973
,,,54159
,,,21250
,,,5372
,,,26031
,,,21920
,,,8408
,,,58041
,,,5182
,,,2448
,,,33678
,,,5
,,,24633
,,,52731
,,,22288
,,,438
,,,67
,,,6711
,,,30251
,,,1
,,,33567
,,,31892
,,,11918
,,,20779
,,,40532
,,,54779
,,,1
,,,74611
,,,8497
,,,11357
,,,48
,,,67
,,,7159
,,,195
,,,25852
,,,4
,,,1
,,,221
,,,20516
,,,19191
,,,29595
,,,4073
,,,4
,,,33529
,,,11876
,,,2
,,,20645
,,,1326
,,,18127
,,,9449
,,,60710
,,,23214
,,,11177
,,,21129
,,,21
,,,1996
,,,938
,,,20615
,,,14580
,,,10691
,,,1
,,,33526
,,,53442
,,,1
,,,3
,,,9655
,,,48958
,,,1
,,,6551
,,,10145
,,,20901
,,,31985
,,,21248
,,,29357
,,,28237
,,,960
,,,17907
,,,2160
,,,107018
,,,75921
,,,106
,,,47238
,,,40044
,,,15503
,,,2
,,,41914
,,,19046
,,,127
,,,2
,,,21969
,,,40
,,,3
,,,1
,,,115917
,,,31770
,,,7615
,,,33301
,,,39678
,,,1650
,,,2619
,,,2231
,,,29679
,,,6193
,,,25366
,,,155
,,,12362
,,,12145
,,,2
,,,14083
,,,4076
,,,33101
,,,63960
,,,15
,,,22072
,,,30484
,,,6663
,,,1178
,,,1
,,,155
,,,4694
,,,7168
,,,8
,,,72143
,,,3
,,,21519
,,,35
,,,80073
,,,3671
,,,14196
,,,1447
,,,6
,,,75693
,,,20488
,,,48
,,,17917
,,,6085
,,,19191
,,,1
,,,5866
,,,9
,,,71139
,,,21093
,,,30084
,,,11233
,,,47238
,,,257
,,,30414
,,,13
,,,182
,,,2377
,,,21248
,,,21248
,,,1
,,,10180
,,,3
,,,80777
,,,2514
,,,33392
,,,123573
,,,4078
,,,41665
,,,785
,,,30086
,,,148
,,,29595
,,,147183
,,,51341
,,,19175
,,,1940
,,,66506
,,,679
,,,21294
,,,1579
,,,35297
,,,5
,,,54
,,,48
,,,4770
,,,6
,,,21248
,,,50630
,,,53979
,,,18985
,,,2727
,,,24402
,,,658
,,,4334
,,,18189
,,,21425
,,,21248
,,,1
,,,843
,,,3518
,,,797
,,,5
,,,54703
,,,587
,,,3058
,,,89411
,,,33744
,,,68151
,,,21353
,,,79455
,,,2
,,,6597
,,,3
,,,3
,,,1
,,,33150
,,,30536
,,,9723
,,,27889
,,,5984
,,,5680
,,,2140
,,,4
,,,5797
,,,12
,,,35417
,,,16985
,,,158
,,,14252
,,,37388
,,,1
,,,16791
,,,28026
,,,92165
,,,33099
,,,6798
,,,41119
,,,6120
,,,56095
,,,16122
,,,13
,,,37656
,,,5500
,,,80382
,,,93
,,,32568
,,,19648
,,,22351
,,,32568
,,,33106
,,,5
,,,3
,,,1
,,,2414
,,,728
,,,7939
,,,19314
,,,35559
,,,249
,,,1
,,,16486
,,,158
,,,22166
,,,21929
,,,13770
,,,158
,,,374
,,,6967
,,,21253
,,,7
,,,2714
,,,15802
,,,1
,,,5110
,,,48
,,,17
,,,48
,,,9
,,,11571
,,,13938
,,,42112
,,,19170
,,,17436
,,,21729
,,,2
,,,1087
,,,12675
,,,187913
,,,28161
,,,18163
,,,24
,,,70674
,,,25119
,,,55726
,,,4
,,,171
,,,3175
,,,8107
,,,20901
,,,1
,,,1
,,,9849
,,,30704
,,,82431
,,,24740
,,,128688
,,,14379
,,,17522
,,,2
,,,19736
,,,2073
,,,21248
,,,9
,,,80419
,,,53987
,,,4922
,,,679
,,,17537
,,,1
,,,15147
,,,194
,,,140
,,,92716
,,,1
,,,2315
,,,18597
,,,25441
,,,21248
,,,21929
,,,25116
,,,122396
,,,40185
,,,15795
,,,10308
,,,34940
,,,5866
,,,109497
,,,30869
,,,32939
,,,70852
,,,12031
,,,1
,,,27501
,,,25399
,,,873
,,,67125
,,,873
,,,2792
,,,7163
,,,2806
,,,1
,,,20388
,,,30656
,,,3404
,,,33526
,,,26287
,,,5
,,,1
,,,5154
,,,11352
,,,17633
,,,88287
,,,65927
,,,1
,,,2447
,,,2421
,,,15351
,,,33224
,,,7960
,,,107
,,,4
,,,22945
,,,3755
,,,12
,,,21543
,,,3765
,,,8264
,,,50135
,,,74982
,,,12031
,,,16995
,,,33105
,,,32568
,,,21863
,,,929
,,,5367
,,,29379
,,,18659
,,,49720
,,,81233
,,,91120
,,,1650
,,,51348
,,,158
,,,6
,,,54334
,,,290
,,,32568
,,,21256
,,,3365
,,,6708
,,,16648
,,,48
,,,47700
,,,323
,,,21036
,,,21279
,,,171
,,,110
,,,10461
,,,45342
,,,5662
,,,21277
,,,673
,,,22945
,,,127
,,,4
,,,1126
,,,20211
,,,1
,,,3018
,,,10664
,,,21248
,,,2471
,,,2
,,,2020
,,,26185
,,,29808
,,,10
,,,22361
,,,6323
,,,14169
,,,21248
,,,33106
,,,2
,,,884
,,,21102
,,,48525
,,,92759
,,,1
,,,98437
,,,21999
,,,183
,,,33106
,,,7313
,,,130
,,,8042
,,,2642
,,,11717
,,,16701
,,,47
,,,21249
,,,369
,,,2482
,,,12562
,,,8
,,,7386
,,,20779
,,,1973
,,,6968
,,,20779
,,,72662
,,,158214
,,,194
,,,3
,,,21248
,,,17151
,,,38906
,,,6282
,,,10671
,,,66915
,,,2626
,,,11641
,,,75119
,,,1
,,,35794
,,,929
,,,38673
,,,3503
,,,2
,,,48
,,,1529
,,,14131
,,,1650
,,,538
,,,59
,,,660
,,,42072
,,,11047
,,,34003
,,,14200
,,,1
,,,158
,,,21439
,,,21929
,,,10181
,,,2259
,,,30458
,,,15479
,,,20579
,,,48
,,,3249
,,,10152
,,,12511
,,,3615
,,,212
,,,2686
,,,8
,,,71521
,,,39751
,,,5952
,,,14106
,,,921
,,,8086
,,,3991
,,,815
,,,34159
,,,18204
,,,122
,,,22528
,,,32695
,,,60169
,,,21248
,,,46072
,,,20097
,,,12255
,,,29189
,,,6344
,,,97346
,,,5386
,,,10
,,,93045
,,,46743
,,,21961
,,,8
,,,9
,,,2281
,,,710
,,,3200
,,,373182
,,,11568
,,,543
,,,19727
,,,47244
,,,3
,,,73011
,,,9171
,,,21382
,,,243
,,,1
,,,54889
,,,10376
,,,3435
,,,4771
,,,6971
,,,195
,,,26194
,,,929
,,,48
,,,910
,,,1908
,,,36343
,,,44983
,,,26431
,,,7
,,,216964
,,,21248
,,,4588
,,,33411
,,,42504
,,,18127
,,,39043
,,,846
,,,9889
,,,21248
,,,28458
,,,4842
,,,26186
,,,34063
,,,4604
,,,33744
,,,334
,,,9714
,,,8
,,,61161
,,,48
,,,32568
,,,263720
,,,2530
,,,784
,,,194
,,,4734
,,,1
,,,16591
,,,6085
,,,198
,,,175733
,,,39498
,,,64643
,,,26039
,,,18204
,,,29446
,,,195
,,,10828
,,,1424
,,,20036
,,,534
,,,1390
,,,27311
,,,56
,,,194
,,,105
,,,1796
,,,12512
,,,14753
,,,781
,,,66766
,,,48
,,,4460
,,,94171
,,,14
,,,2
,,,625
,,,31030
,,,4
,,,20881
,,,133
,,,557
,,,80151
,,,171
,,,24
,,,5254
,,,21248
,,,880
,,,20958
,,,7138
,,,155
,,,109
,,,454
,,,48
,,,6536
,,,2430
,,,1305
,,,22532
,,,10573
,,,27220
,,,12000
,,,1
,,,2
,,,21298
,,,40192
,,,28110
,,,4
,,,194
,,,20779
,,,1
,,,942
,,,3151
,,,1963
,,,13874
,,,88420
,,,49
,,,6226
,,,1
,,,429
,,,6538
,,,22351
,,,5908
,,,22852
,,,6430
,,,194
,,,30414
,,,81468
,,,2
,,,1832
,,,17517
,,,18687
,,,18
,,,1
,,,155
,,,4234
,,,20712
,,,46897
,,,797
,,,2273
,,,32964
,,,2
,,,2729
,,,103
,,,35064
,,,30248
,,,17577
,,,1
,,,6
,,,3894
,,,176841
,,,14689
,,,23032
,,,67013
,,,48
,,,9
,,,28925
,,,21102
,,,1
,,,13652
,,,11554
,,,67857
,,,64289
,,,730
,,,30133
,,,1599
,,,535
,,,4
,,,119145
,,,2023
,,,6523
,,,158
,,,9912
,,,61457
,,,2806
,,,50899
,,,47238
,,,32762
,,,943
,,,2573
,,,358
,,,79021
,,,5554
,,,68
,,,1205
,,,36931
,,,5541
,,,32015
,,,472
,,,4749
,,,36
,,,21248
,,,21564
,,,65376
,,,19002
,,,6
,,,171
,,,48
,,,100167
,,,48953
,,,1
,,,21248
,,,21248
,,,16464
,,,17118
,,,12433
,,,37
,,,5368
,,,48
,,,48
,,,48
,,,49
,,,6575
,,,21248
,,,2677
,,,2328
,,,8173
,,,1184
,,,22219
,,,11
,,,20900
,,,584
,,,52101
,,,8924
,,,1650
,,,345
,,,25883
,,,20452
,,,2300
,,,20976
,,,43
,,,20610
,,,2686
,,,568
,,,171
,,,18343
,,,48
,,,6102
,,,33094
,,,48
,,,129
,,,1365
,,,77574
,,,698
,,,19537
,,,146
,,,1144
,,,93
,,,6208
,,,46908
,,,33861
,,,3986
,,,42640
,,,1211
,,,294766
,,,194
,,,16449
,,,2691
,,,2280
,,,16
,,,8225
,,,7337
,,,721
,,,26757
,,,57584
,,,24327
,,,6899
,,,6369
,,,30
,,,310
,,,4
,,,32568
,,,7
,,,1
,,,48
,,,14144
,,,5401
,,,4097
,,,568
,,,69
,,,873
,,,106511
,,,171
,,,1144
,,,11641
,,,33893
,,,4
,,,15
,,,534
,,,33526
,,,194
,,,605
,,,7854
,,,5301
,,,62767
,,,922
,,,19714
,,,98923
,,,7308
,,,53701
,,,1
,,,11884
,,,41253
,,,35434
,,,5308
,,,21961
,,,3466
,,,64686
,,,5194
,,,58819
,,,12
,,,1516
,,,454
,,,1937
,,,14275
,,,3668
,,,154707
,,,33713
,,,50000
,,,6580
,,,15553
,,,3822
,,,16929
,,,27535
,,,6374
,,,1516
,,,5647
,,,33526
,,,40774
,,,4
,,,6085
,,,2268
,,,2653
,,,194
,,,6492
,,,206
,,,155
,,,28211
,,,12424
,,,31920
,,,43443
